Word,Frequency,PMI,R_Entropy,L_Entropy
桐,26,80,3.4594911601991534,3.6902603909683838
偃,26,80,3.210860643017994,3.9979526986606913
淮,26,80,3.088280219645183,4.623516641218014
让,26,80,2.961706277574313,2.5134934166796437
厘,26,80,2.933020192448046,3.9210296217376146
草,26,80,2.823184514019025,4.18083298720544
环,26,80,2.713386322777743,3.8035088547976788
疎,26,80,2.7091151984942714,3.083587370023807
禫,26,80,2.6699017366229687,2.8552793931012044
亚,26,80,2.3267721485152846,4.286790198827112
徐,25,80,4.243856189774723,3.777796811598594
増,25,80,3.9736606896881845,4.163856189774724
冝,25,80,3.939470570797251,3.749275070710712
贾,25,80,3.909275070710712,3.903107168362812
予,25,80,3.843856189774723,3.5383201891060003
币,25,80,3.8332696895151073,3.2676013115120557
壎,25,80,3.6692750707107122,3.517894147619623
锡,25,80,3.643074189428569,3.8332696895151073
録,25,80,3.5288840705376354,3.459470570797251
铸,25,80,3.4790795706241737,4.023465189601646
罪,25,80,3.433269689515107,3.4136606896881845
产,25,80,3.3532696895151077,2.222683189255492
梓,25,80,2.7982975702780193,3.3532696895151073
乌,25,80,2.768102070191481,4.004886164091841
夕,25,80,2.7217062775743135,4.293660689688185
血,25,80,2.694693951646702,3.2128786893420305
条,25,80,2.577320658596841,3.6258145836939115
股,25,80,2.5728786893420303,3.8136606896881853
俾,25,80,2.431737433422466,3.1026831892554916
香,24,80,4.334962500721156,4.303508854797679
仍,24,80,4.334962500721156,4.251629167387823
丰,24,80,4.334962500721156,3.4970558484728045
杨,24,80,4.251629167387823,4.584962500721156
歳,24,80,4.220175521464345,2.919372148594611
强,24,80,4.16829583405449,3.91829583405449
员,24,80,3.9701755214643457,3.9701755214643457
轮,24,80,3.914866303883101,3.277613436819115
呉,24,80,3.886842188131012,4.106603137064474
绛,24,80,3.772055208874201,3.3674924611847556
巾,24,80,3.6753108689123644,3.1687245882861363
隐,24,80,3.6572682296173897,4.277613436819114
烦,24,80,3.522055208874201,3.74095326040484
烝,24,80,3.4817145729860726,4.0220552088742005
羞,24,80,3.432817315121022,4.053508854797679
耕,24,80,3.41829583405449,4.16829583405449
寅,24,80,3.4013636691975444,3.058746230592378
毬,24,80,3.3632869239960543,3.1531071683628116
熈,24,80,3.3401998765158556,2.704986855772667
禴,24,80,3.317640005966217,2.9031071683628116
灾,24,80,3.3035088547976788,3.454986855772667
丁,24,80,3.286576689940733,3.0604539363003513
符,24,80,3.234366979778612,2.784159127851422
舂,24,80,3.1572682296173893,3.9690016298759936
曽,24,80,3.151363669197544,3.9362600275315263
猛,24,80,3.1147869792568117,3.8035088547976788
许,24,80,3.001629167387823,4.136842188131012
禽,24,80,2.666056342179062,4.220175521464345
专,23,80,4.262692390839622,4.023136955868886
户,23,80,4.201841232302569,3.849223912390625
提,23,80,4.175735869100492,3.689703732199547
塞,23,80,4.001822825622232,3.882045108136863
牢,23,80,3.9976702764876113,2.214022152632502
枝,23,80,3.9754180179138325,2.1190850469784714
邑,23,80,3.880179922675737,2.9035130461074465
巧,23,80,3.849223912390625,3.5883543471732335
乙,23,80,3.816402716644387,3.045301086491796
留,23,80,3.6381476962048276,4.001822825622231
橦,23,80,3.4314134569803283,3.028212945841001
麻,23,80,3.4144413036949723,3.000972825245975
允,23,80,3.3772781309874365,3.708132064658602
禄,23,80,3.332095398660169,3.4952365449960037
昬,23,80,3.3274847819558424,3.721928094887362
叙,23,80,3.2946635862096048,3.0604539363003513
谦,23,80,3.240528260216712,3.2015457840323744
财,23,80,3.1863929342238193,3.497055848472804
湏,23,80,3.1662019148016385,2.4792336948111924
縁,23,80,3.142064672977998,3.975418017913832
歴,23,80,3.0994364124846885,4.436605434317882
邻,23,80,3.0900327766014795,2.6974749995352743
畜,23,80,2.994811544807876,3.9148663038831004
鳞,23,80,2.751610325528167,3.7409532604048397
芦,23,80,2.3507720234032266,2.835237745312118
戛,23,80,2.317950827656989,3.3564924137968237
弛,23,80,2.2183641295938012,3.64900120971034
奴,22,80,4.021928094887362,3.283326937686059
谢,22,80,3.9705730958116843,4.027169118440617
惊,22,80,3.936260027531526,3.9705730958116834
禅,22,80,3.9219280948873623,3.208987300258799
倒,22,80,3.8796640049025934,3.517816090559699
笑,22,80,3.845350936622435,3.8230679822736593
旁,22,80,3.7887549139935026,3.390805482076981
畏,22,80,3.7155894378827377,3.5726236638951625
裁,22,80,3.658993415253805,4.004886164091841
雪,22,80,3.658993415253805,3.3908054820769813
顾,22,80,3.6412498004554776,3.880179922675737
黎,22,80,3.614369445886757,3.425118550357139
凖,22,80,3.606936732175321,3.533771256064556
滛,22,80,3.572623663895163,4.061482186720775
卯,22,80,3.5383105956150045,2.919690574049696
怪,22,80,3.533771256064556,3.7887549139935017
赞,22,80,3.5160276412662297,3.568084324344714
圭,22,80,3.481714572986072,3.936260027531526
庚,22,80,3.477175233435623,2.617189572592715
究,22,80,3.4085490968753076,3.8230679822736593
骄,22,80,3.3908054820769813,2.9585429818803024
虑,22,80,3.386266142526532,3.788754913993502
昼,22,80,3.3843641434371494,4.1523912776298655
驭,22,80,3.384183719779189,2.947562303690022
否,22,80,3.334209459448048,2.958542981880303
殡,22,80,3.2610439833372844,2.1037016960573482
筦,22,80,3.1867043459100235,2.327892846383611
绍,22,80,3.174674231978642,3.174674231978641
互,22,80,3.061482186720775,4.277613436819113
倾,22,80,2.799007754410896,3.821928094887362
慈,22,80,2.526280481683624,3.317640005966217
摄,22,80,2.2878662772365086,2.503997527334848
壬,22,80,2.2751703547731936,3.043010734149562
黒,21,80,4.106603137064474,3.9219280948873623
蚕,21,80,4.03740119765411,2.580234193968747
市,21,80,3.975418017913832,3.7442393049484357
鹤,21,80,3.916126946588283,4.201841232302569
竿,21,80,3.7849418274376423,3.4464393446710155
雝,21,80,3.784941827437642,2.8685078989692356
准,21,80,3.7414460711655217,4.106603137064474
躬,21,80,3.653756708287002,3.2301092343708215
祼,21,80,3.594465636961452,3.653756708287001
给,21,80,3.553763114472245,3.4585250192341497
镯,21,80,3.484183719779189,3.327339900083509
危,21,80,3.4225779953216033,3.689703732199547
削,21,80,3.3632869239960552,4.106603137064473
懿,21,80,3.1056721842714325,4.106603137064474
臧,21,80,3.0589840894454268,3.3680424225727155
隠,21,80,2.9104404952185816,3.4632805178108104
勾,21,80,2.8559049224696933,3.463280517810811
闲,21,80,2.8084543309292345,3.64900120971034
鼛,21,80,2.712116826819509,3.366091329119191
鄙,21,80,2.7121168268195084,3.3320953986601687
颁,21,80,2.4156614701917634,2.920596937187078
败,20,80,4.1219280948873624,4.021928094887363
诣,20,80,4.1219280948873624,3.984183719779189
虫,20,80,4.1219280948873624,2.8659573209491747
察,20,80,4.021928094887363,4.021928094887363
柄,20,80,3.9841837197791885,2.9086949695628417
只,20,80,3.9219280948873623,2.3232196723355076
瑞,20,80,3.8464393446710154,3.5414460711655216
戏,20,80,3.794653473544342,3.6841837197791887
绯,20,80,3.7841837197791888,3.4086949695628417
朴,20,80,3.7841837197791888,3.403701696057348
拂,20,80,3.684183719779189,3.521640636343319
旂,20,80,3.6219280948873624,2.9219280948873623
颇,20,80,3.5841837197791886,4.321928094887363
兰,20,80,3.441446071165522,3.746439344671015
祗,20,80,3.4414460711655215,2.0149798205164817
铁,20,80,3.426367488473226,3.773557262275185
冥,20,80,3.3660913291191914,3.0414460711655216
萌,20,80,3.2464393446710154,3.446439344671015
浮,20,80,3.221097250057956,3.8924071185928746
曾,20,80,3.208694969562842,3.7474130395316396
径,20,80,3.108375700053941,3.4841837197791885
错,20,80,3.101609497059027,2.3567796494470397
牧,20,80,3.086048612313038,3.046439344671015
廵,20,80,2.3016094970590273,3.9219280948873623
笾,20,80,2.1609640474436813,2.5577174691301483
卧,20,80,2.019973094021975,2.9852281360342525
怀,19,80,4.142664355548846,4.03740119765411
亮,19,80,4.03740119765411,3.7871439606981387
斛,19,80,3.932138039759374,3.7871439606981383
宏,19,80,3.9321380397593737,3.3866365673067276
宪,19,80,3.9321380397593733,3.6901165175936654
泛,19,80,3.8924071185928746,3.7871439606981383
满,19,80,3.8924071185928746,3.6163485660751626
仗,19,80,3.7871439606981383,3.681880802803402
抚,19,80,3.787143960698138,3.614369445886757
竞,19,80,3.734521664779752,2.7528553052032323
累,19,80,3.6421498816369033,3.536886723742166
矛,19,80,3.6163485660751635,3.195295934496216
纲,19,80,3.6163485660751626,2.6689801450225326
謡,19,80,3.614369445886757,2.855953642864355
昧,19,80,3.5766176449086653,3.4613201402110083
敎,19,80,3.576617644908665,3.4316235658474294
藻,19,80,3.572469458770136,3.0031125421592044
厯,19,80,3.531630646367962,3.9976702764876113
蠡,19,80,3.521640636343319,2.6048074635028677
骨,19,80,3.4713544870139286,3.077819531114783
寻,19,80,3.426367488473226,4.03740119765411
基,19,80,3.426367488473226,3.215841172683753
杯,19,80,3.40582225028569,2.7463840917077524
源,19,80,3.3005590923909534,3.8268748818646374
鲜,19,80,3.2813734094119913,3.5280643115840493
银,19,80,3.176110251517254,3.6835423624332306
徙,19,80,3.076103170996721,3.43162356584743
抗,19,80,3.0311161724560183,3.010570934268483
触,19,80,2.984769618706743,3.3660913291191923
弇,19,80,2.900051698999542,2.582059910580257
衅,19,80,2.8795064608120056,3.6168746059562227
洛,19,80,2.7463840917077524,3.8268748818646365
酉,19,80,2.687323068474994,2.57243125132212
树,19,80,2.6292492238560348,2.713124384036734
乾,19,80,2.4370658315190226,3.7871439606981387
乞,19,80,2.220068302234069,3.202819531114783
谱,18,80,4.058813890331201,3.503258334775645
陆,18,80,3.969815782426811,3.734521664779752
刻,18,80,3.94770277922009,3.8365916681089787
旗,18,80,3.8365916681089787,3.614369445886757
迹,18,80,3.794653473544342,3.169925001442312
根,18,80,3.6835423624332306,3.4138338639736006
盘,18,80,3.577819531114783,3.6835423624332306
敛,18,80,3.572431251322119,3.6416041678685933
坚,18,80,3.4193819456463714,3.1552215288595122
廉,18,80,3.419381945646371,3.4193819456463714
座,18,80,3.4138338639736006,2.7052290027422967
密,18,80,3.3921472236645345,3.2806390622295662
緑,18,80,3.350209029099897,3.875
攻,18,80,3.350209029099897,3.350209029099897
甫,18,80,3.350209029099897,2.5868878409958143
効,18,80,3.30827083453526,3.68354236243323
隔,18,80,3.197159723424149,3.8365916681089787
觯,18,80,3.197159723424149,2.702904337188607
牍,18,80,3.1692486956952335,2.9398290174664026
孚,18,80,3.155221528859512,2.4613201402110083
疆,18,80,3.0805005306402675,2.836591668108979
拟,18,80,3.080500530640267,3.350209029099897
辩,18,80,3.0781758650865774,3.149673447186741
譬,18,80,2.974937501201927,3.2390979179887864
酣,18,80,2.967064753975466,2.1405180562767114
巳,18,80,2.9329993066372895,2.3355055565170972
契,18,80,2.7254805569978675,3.734521664779752
恒,18,80,2.702904337188607,3.5304930567574826
赫,18,80,2.702904337188607,2.855953642864355
扬,18,80,2.6688388898504303,3.350209029099897
畅,18,80,2.6337314206421327,2.7052290027422967
冉,18,80,2.5996659733039564,2.816340113853408
荣,17,80,3.969815782426811,3.734521664779752
注,17,80,3.969815782426811,2.8138461086383852
徧,17,80,3.8521687236032816,3.969815782426811
吏,17,80,3.807763576417195,2.8138461086383852
弥,17,80,3.702819531114783,3.7735572622751845
苑,17,80,3.6168746059562227,3.6168746059562227
验,17,80,3.572469458770136,3.292770193936991
弃,17,80,3.4548223999466066,3.6168746059562227
颈,17,80,3.452819531114783,3.1692486956952335
冯,17,80,3.4104172527605203,3.6168746059562227
宻,17,80,3.4045428133422924,3.057476076289932
委,17,80,3.3815804883091634,3.734521664779752
该,17,80,3.3815804883091634,3.057476076289932
闰,17,80,3.292770193936991,2.4404040177209283
袍,17,80,3.286895754518763,3.2639334294856344
漫,17,80,3.286895754518763,2.8662478973127308
区,17,80,3.248365046750904,3.572469458770136
祊,17,80,3.180832987205441,3.175123135113461
懐,17,80,3.1751231351134614,3.6168746059562227
斆,17,80,3.175123135113461,3.734521664779752
俟,17,80,3.1248435485091473,2.696199049814856
洁,17,80,3.1018812234760182,3.734521664779752
某,17,80,3.1018812234760182,2.696199049814856
鸾,17,80,3.0071964896856174,3.124843548509147
最,17,80,2.984234164652489,3.5280643115840498
纂,17,80,2.939829017466402,2.8138461086383852
牟,17,80,2.8451442836760013,3.1692486956952335
析,17,80,2.822181958642873,3.2195282822995477
涂,17,80,2.7777768114567865,3.4992275471326932
措,17,80,2.4404040177209283,2.278351811711312
叅,17,80,2.4164997849817103,3.875
蛰,17,80,2.374556048381884,2.7777768114567865
簜,17,80,2.0049355947431313,3.1329145639793974
脩,16,80,3.875,3.75
背,16,80,3.875,3.0243974703476995
辂,16,80,3.875,2.73345859334435
绘,16,80,3.75,3.875
熟,16,80,3.75,3.125
院,16,80,3.75,3.077819531114783
帻,16,80,3.75,2.9056390622295662
翠,16,80,3.75,2.60845859334435
鹄,16,80,3.702819531114783,2.8522170014624826
鞠,16,80,3.6644977792004623,3.077819531114783
傩,16,80,3.6644977792004623,2.73345859334435
猎,16,80,3.4565647621309536,2.474601752714581
苦,16,80,3.452819531114783,3.625
燎,16,80,3.452819531114783,2.98345859334435
阜,16,80,3.375,3.10845859334435
邸,16,80,3.375,2.4056390622295662
竭,16,80,3.327819531114783,3.202819531114783
练,16,80,3.327819531114783,2.4056390622295662
逢,16,80,3.2806390622295662,3.327819531114783
卜,16,80,3.202819531114783,2.952819531114783
枞,16,80,3.106890595608519,2.349601752714581
谏,16,80,3.077819531114783,3.373557262275185
会,16,80,3.0,3.75
萃,16,80,2.950212064914747,3.7004397181410926
抃,16,80,2.950212064914747,2.9139770731827523
讙,16,80,2.75,2.6556390622295662
飬,16,80,2.60845859334435,3.577819531114783
版,16,80,2.60845859334435,2.521782221599798
爻,16,80,2.5306390622295662,2.396782221599798
铭,16,80,2.48345859334435,3.128085278891395
怠,16,80,2.375,3.125
僖,16,80,2.23345859334435,3.75
葢,15,80,3.906890595608518,3.456564762130953
奇,15,80,3.906890595608518,2.1735572622751853
腹,15,80,3.773557262275185,3.139572261986723
舟,15,80,3.7735572622751845,3.5898980954642865
芒,15,80,3.7004397181410926,2.739572261986723
跃,15,80,3.589898095464287,3.773557262275185
式,15,80,3.521640636343319,3.773557262275185
走,15,80,3.506890595608519,3.506890595608518
候,15,80,3.5068905956085183,3.373557262275185
选,15,80,3.4565647621309536,3.589898095464287
洽,15,80,3.4565647621309536,3.506890595608518
遵,15,80,3.373557262275185,3.5068905956085183
打,15,80,3.323231428797621,3.3927474104487847
艮,15,80,3.323231428797621,2.7395722619867224
势,15,80,3.1820058147602133,3.640223928941852
沂,15,80,3.09306920777189,3.0930692077718898
拨,15,80,2.9995812306460645,3.2516291673878226
龟,15,80,2.9995812306460645,3.240223928941852
霜,15,80,2.999581230646064,3.521640636343319
踏,15,80,2.923231428797621,3.546593564294939
烖,15,80,2.9232314287976204,2.040223928941852
殆,15,80,2.8962915290459286,3.5898980954642865
敦,15,80,2.8729055953200557,3.056564762130954
灰,15,80,2.815922063835166,3.139572261986723
货,15,80,2.5503407095463886,2.573557262275185
戌,15,80,2.4634582986483036,2.7329145639793975
羌,15,80,2.4416298737872246,3.4182958340544896
倨,15,80,2.289246428509158,3.189898095464287
那,15,80,2.049452072789394,3.0220552088742
园,14,80,3.8073549220576055,2.835237745312118
呼,14,80,3.6644977792004623,3.6644977792004623
晦,14,80,3.6644977792004623,3.2359263506290334
咎,14,80,3.6644977792004623,2.09306920777189
逮,14,80,3.521640636343319,3.3248629576173574
卢,14,80,3.521640636343319,2.556656707462823
壊,14,80,3.521640636343319,2.217021885879718
托,14,80,3.4677201004745006,3.521640636343319
支,14,80,3.3927474104487847,3.3248629576173574
睦,14,80,3.378783493486176,2.260820318171659
旦,14,80,3.3248629576173574,3.3787834934861767
栗,14,80,3.3248629576173574,2.359879028736861
鸿,14,80,3.2359263506290334,3.521640636343319
睿,14,80,3.2359263506290326,3.2359263506290334
谒,14,80,3.2359263506290326,2.835237745312118
速,14,80,3.182005814760214,3.3248629576173574
哲,14,80,3.182005814760214,3.0930692077718893
渐,14,80,3.09306920777189,2.5566567074628237
咢,14,80,3.027169118440619,2.1174924611847548
豹,14,80,2.9852281360342525,2.8423709931771093
樽,14,80,2.9780948881692613,3.8073549220576055
闭,14,80,2.950212064914748,3.4677201004745006
跳,14,80,2.8423709931771093,2.6464393446710157
匪,14,80,2.692380602454975,2.835237745312118
鸠,14,80,2.692380602454975,2.2608203181716595
柯,14,80,2.6535442970305683,3.546593564294939
叩,14,80,2.610577243331642,2.8962915290459286
禋,14,80,2.610577243331642,2.556656707462823
毋,14,80,2.495602923729013,2.8962915290459286
珍,14,80,2.403677461028802,2.403677461028802
彰,14,80,2.403677461028802,2.2608203181716595
沿,14,80,2.263809173883546,2.7534343861887853
遽,14,80,2.260820318171659,2.403677461028802
仕,14,80,2.1280852788913944,3.182005814760214
墨,14,80,2.09306920777189,3.3787834934861767
嗜,14,80,2.09306920777189,3.2359263506290334
希,14,80,2.074164743022575,3.182005814760214
蹵,14,80,2.0670314951575843,2.75
皂,14,80,2.064042639445697,2.2608203181716595
阅,13,80,3.7004397181410926,3.7004397181410926
奢,13,80,3.7004397181410926,3.180832987205441
沙,13,80,3.5465935642949384,3.238901256602631
寺,13,80,3.3927474104487847,3.7004397181410926
迨,13,80,3.3927474104487847,3.5465935642949384
喻,13,80,3.3927474104487847,2.6031579868726
崩,13,80,3.2516291673878226,2.353533948577482
试,13,80,3.238901256602631,3.085055102756477
裘,13,80,3.238901256602631,2.6535442970305683
巡,13,80,3.180832987205441,3.546593564294939
波,13,80,3.180832987205441,3.095795255000934
倦,13,80,3.180832987205441,2.6612262562697895
铃,13,80,3.1808329872054406,3.0269868333592873
兊,13,80,3.085055102756477,3.0269868333592873
透,13,80,3.085055102756477,2.321928094887362
驹,13,80,3.085055102756477,2.2877837199410704
妄,13,80,2.9689185639620974,3.0269868333592873
谟,13,80,2.94770277922009,2.5073801024236357
抱,13,80,2.9312089489103235,3.180832987205441
徽,13,80,2.9312089489103235,3.085055102756477
爰,13,80,2.8731406795131336,2.931208948910323
诬,13,80,2.8731406795131336,2.6235166412180155
荆,13,80,2.873140679513133,3.3927474104487847
遏,13,80,2.8150724101159437,3.0269868333592873
肇,13,80,2.7773627950641697,3.238901256602631
酢,13,80,2.7773627950641693,2.3158243335257076
鼎,13,80,2.7192945256669794,2.287783719941071
便,13,80,2.6535442970305683,3.238901256602631
吊,13,80,2.6535442970305683,3.121928094887362
褒,13,80,2.565448371820826,3.180832987205441
敏,13,80,2.5654483718208256,2.345851989338261
择,13,80,2.1416195253341384,3.180832987205441
斩,13,80,2.0349409139562287,3.418295834054489
测,13,80,2.0349409139562287,2.6235166412180155
悌,12,80,3.584962500721156,2.751629167387823
巽,12,80,3.4182958340544896,3.4182958340544896
鴈,12,80,3.418295834054489,3.584962500721156
柳,12,80,3.418295834054489,3.4182958340544896
叠,12,80,3.418295834054489,3.418295834054489
贼,12,80,3.418295834054489,3.2516291673878226
切,12,80,3.418295834054489,3.0220552088742
谥,12,80,3.418295834054489,2.855388542207534
病,12,80,3.418295834054489,2.8553885422075336
奕,12,80,3.2776134368191165,2.221251836004466
収,12,80,3.277613436819116,3.188721875540867
井,12,80,3.277613436819116,2.792481250360578
讫,12,80,3.251629167387823,3.4182958340544896
戍,12,80,3.251629167387823,2.617492461184755
增,12,80,3.2516291673878226,3.418295834054489
晨,12,80,3.2516291673878226,3.2516291673878226
跪,12,80,3.2516291673878226,3.0220552088742005
罍,12,80,3.188721875540867,2.8553885422075336
监,12,80,3.188721875540867,2.617492461184755
亭,12,80,3.1219280948873624,2.4508257945180882
宇,12,80,3.084962500721156,3.418295834054489
陋,12,80,3.084962500721156,3.418295834054489
勅,12,80,3.084962500721156,3.418295834054489
浅,12,80,3.0849625007211556,3.418295834054489
赠,12,80,3.0220552088742005,3.418295834054489
供,12,80,3.0220552088742005,3.188721875540867
驷,12,80,3.0220552088742005,2.084962500721156
彩,12,80,3.0220552088742,3.2516291673878226
纬,12,80,3.0220552088742,2.9182958340544896
刀,12,80,3.0220552088742,2.292481250360578
项,12,80,2.918295834054489,2.9182958340544896
铣,12,80,2.918295834054489,2.8553885422075336
萧,12,80,2.8553885422075336,3.584962500721156
顿,12,80,2.8553885422075336,2.94770277922009
狭,12,80,2.8553885422075336,2.8553885422075336
逐,12,80,2.751629167387823,3.4182958340544896
昏,12,80,2.751629167387823,3.418295834054489
却,12,80,2.751629167387823,3.0220552088742
鉴,12,80,2.751629167387823,2.9182958340544896
烛,12,80,2.751629167387823,2.8553885422075336
割,12,80,2.7516291673878226,3.0220552088742
驰,12,80,2.7516291673878226,2.792481250360578
需,12,80,2.6464393446710157,2.9219280948873623
霞,12,80,2.6464393446710157,2.221251836004466
闵,12,80,2.625814583693911,3.2516291673878226
排,12,80,2.625814583693911,3.121928094887362
促,12,80,2.625814583693911,2.8553885422075336
聴,12,80,2.617492461184755,3.0220552088742
壤,12,80,2.5503407095463886,2.0403733936884962
健,12,80,2.5220552088742005,3.0957952550009344
彦,12,80,2.5220552088742005,2.617492461184755
祃,12,80,2.4591479170272446,2.9219280948873623
巨,12,80,2.4508257945180882,3.121928094887362
霍,12,80,2.355388542207534,3.584962500721156
劲,12,80,2.355388542207534,2.8553885422075336
聼,12,80,2.292481250360578,3.418295834054489
裨,12,80,2.292481250360578,3.2776134368191165
斧,12,80,2.292481250360578,3.188721875540867
孺,12,80,2.2841591278514217,2.913977073182752
焦,12,80,2.221251836004466,2.9219280948873623
藩,12,80,2.125814583693911,2.617492461184755
递,12,80,2.054585169337799,2.584962500721156
绥,11,80,3.459431618637298,3.459431618637298
籍,11,80,3.459431618637298,3.277613436819116
骞,11,80,3.459431618637298,2.2221915755066783
没,11,80,3.2776134368191165,3.2776134368191165
副,11,80,3.2776134368191165,3.0957952550009344
濯,11,80,3.2776134368191165,2.7321588913645702
贰,11,80,3.2776134368191165,2.5503407095463886
绰,11,80,3.2776134368191165,2.5503407095463886
廼,11,80,3.277613436819116,3.277613436819116
麟,11,80,3.277613436819116,2.5949066182439395
祚,11,80,3.0957952550009344,3.2776134368191165
街,11,80,3.0957952550009344,2.8464393446710154
亏,11,80,3.0957952550009344,2.3685225277282065
旒,11,80,3.095795255000934,2.845350936622437
秀,11,80,3.095795255000934,2.663532754804255
畧,11,80,3.027169118440619,3.0957952550009344
踊,11,80,3.027169118440619,2.845350936622437
毅,11,80,2.9219280948873623,2.845350936622437
仿,11,80,2.9139770731827523,3.0957952550009344
婚,11,80,2.9139770731827523,2.9139770731827523
靖,11,80,2.9139770731827523,2.663532754804255
愁,11,80,2.845350936622437,2.663532754804255
愈,11,80,2.845350936622437,2.413088436425758
启,11,80,2.8453509366224368,3.027169118440619
完,11,80,2.8453509366224368,2.663532754804255
懽,11,80,2.7321588913645707,3.027169118440619
距,11,80,2.7321588913645707,2.550340709546389
队,11,80,2.663532754804255,2.0403733936884962
亨,11,80,2.6635327548042547,2.0403733936884962
宥,11,80,2.6464393446710153,2.8453509366224368
酺,11,80,2.6464393446710153,2.5503407095463886
拔,11,80,2.6416041678685938,2.725480556997868
沉,11,80,2.59490661824394,2.59490661824394
米,11,80,2.5949066182439395,2.6635327548042547
虐,11,80,2.5503407095463886,2.4040097573248604
誉,11,80,2.4130884364257574,2.2221915755066783
喧,11,80,2.4040097573248604,2.5503407095463886
掷,11,80,2.40400975732486,2.584962500721156
蹻,11,80,2.2998963911678914,2.5949066182439395
癸,11,80,2.2998963911678914,2.5503407095463886
稼,11,80,2.113283334294875,2.413088436425758
探,11,80,2.049452072789394,3.2776134368191165
寿,11,80,2.049452072789394,2.845350936622437
埒,11,80,2.049452072789394,2.2516291673878226
腾,10,80,3.321928094887362,3.321928094887362
缨,10,80,3.321928094887362,3.1219280948873624
墓,10,80,3.321928094887362,2.8464393446710154
啇,10,80,3.1219280948873624,3.169925001442312
莭,10,80,3.1219280948873624,2.9219280948873623
界,10,80,3.1219280948873624,2.446439344671015
像,10,80,3.121928094887362,3.1219280948873624
边,10,80,3.121928094887362,3.121928094887362
粟,10,80,3.121928094887362,3.121928094887362
洲,10,80,3.0,2.6464393446710153
湛,10,80,2.94770277922009,2.5219280948873624
斤,10,80,2.9219280948873623,2.9219280948873623
丸,10,80,2.9219280948873623,2.8464393446710154
啼,10,80,2.9219280948873623,2.6464393446710153
阖,10,80,2.9219280948873623,2.446439344671015
纣,10,80,2.9219280948873623,2.1709505944546685
裴,10,80,2.8464393446710154,2.6464393446710153
泣,10,80,2.8464393446710154,2.5219280948873624
念,10,80,2.7219280948873625,2.8464393446710154
蚤,10,80,2.721928094887362,2.721928094887362
曼,10,80,2.721928094887362,2.121928094887362
芳,10,80,2.6464393446710157,2.8464393446710154
剥,10,80,2.6464393446710157,2.75
冒,10,80,2.6464393446710153,2.9219280948873623
墙,10,80,2.6464393446710153,2.9219280948873623
郁,10,80,2.6464393446710153,2.6464393446710157
篚,10,80,2.6464393446710153,2.1709505944546685
娱,10,80,2.5219280948873624,3.121928094887362
翔,10,80,2.5219280948873624,2.9219280948873623
瞻,10,80,2.5219280948873624,2.4464393446710155
瓶,10,80,2.5032583347756456,2.3709505944546687
掘,10,80,2.4464393446710155,2.9219280948873623
漏,10,80,2.4464393446710155,2.725480556997868
炎,10,80,2.4464393446710155,2.321928094887362
费,10,80,2.4193819456463714,2.725480556997868
挥,10,80,2.321928094887362,2.5219280948873624
陂,10,80,2.1709505944546685,2.1219280948873624
辽,10,80,2.1556390622295662,2.4464393446710155
徇,10,80,2.046439344671015,2.9219280948873623
而已,903,178.94825752612502,6.727208945603417,7.3276674043085
天下,500,270.95037135275385,5.7688439959868765,5.771489874766934
先王,427,397.87361358172103,4.250664363241913,5.862323488657253
十二,407,250.40208874046408,5.525486464439931,6.447228932210315
黄钟,406,646.8976660526375,5.12752824338528,6.102790745821279
天子,397,150.47927360452803,5.842084503169918,5.863136075705729
然则,388,111.01852662481325,7.228302497335608,5.605259440063802
诸侯,386,1576.1181498240321,5.535089546305451,6.367302724327979
天地,377,372.3317020649221,4.261386185864933,6.024529486441878
所谓,323,112.80625192655313,7.003974323618286,6.00992914396021
君子,292,281.06715459075525,5.408676920113948,5.8056408640886765
八音,280,347.30813625022637,5.499672215628869,4.792910703971455
至于,270,97.79425067429486,7.095368154762478,6.204710736589061
不可,269,86.82074627317091,4.97077942466533,6.068152832884448
孔子,268,571.8352929141217,5.341806618584393,5.779233584771019
大夫,259,190.90556761193693,5.5002350739241255,5.383699960394048
二十,253,155.6553524602885,4.233196196244568,5.581185430010765
不知,250,98.92260075401671,6.138279086819106,4.277619998721843
周官,249,892.2867844591956,4.6756063136555674,4.896586170183099
祭祀,240,682.2675852156566,5.415779756641394,4.2580682947378055
五声,237,104.548111661219,5.270906153605091,5.130581200904561
足以,237,92.11232757145737,6.067243434666599,4.9850139156158
如此,234,388.2778314167932,4.696238866912769,6.110284245829222
琴瑟,221,1357.633455161288,5.500495868246573,5.458285669443207
然后,203,203.52348451826532,5.899082188819889,6.21578967796417
万物,194,1071.8621758788222,5.473237686981974,5.546787968443786
不过,194,221.81630087560612,5.805893226697252,5.2709448439944495
不足,186,135.1025012109527,3.5681454446468917,5.5119177619118975
钟鼓,178,86.27873927166134,5.00064492739633,4.561344335193193
古者,172,105.86307971714311,6.093870661885711,4.2578621494387825
十六,171,123.25003622535351,5.69502481382758,5.0355988842754495
记曰,169,281.5754907264858,5.799127710381162,4.258538636337404
可知,161,287.27334669689344,2.762259524488128,5.771571028588359
隂阳,155,805.1625771211864,3.742881898114955,5.562737184164763
后世,154,475.0935124832341,5.880667852254199,4.9630157809543345
圣人,154,243.06555083459526,4.677477098329478,5.511194200661731
宗庙,153,1049.437312216924,4.737787999519599,5.630562924940398
