Word,Frequency,PMI,R_Entropy,L_Entropy
纪,85,80,5.126619613318204,4.2264221337337275
里,84,80,5.244655184756046,4.3124675356632105
旧,84,80,5.210184753177037,5.624111172624227
尸,84,80,4.4930102815128805,4.103144283331859
坤,84,80,4.400339595344766,4.527577684799269
奠,84,80,4.395339027599172,3.0669562497390057
细,84,80,4.220622370545781,4.7805268133546175
刚,84,80,3.7743419195347934,5.138743316277001
筝,83,80,5.042434179450871,4.871084743496978
授,83,80,4.002245572520522,5.281918275284271
每,82,80,5.511404712114986,6.012860998441373
青,82,80,5.3302491880628695,5.035178110860261
幽,82,80,4.579424414705591,4.694408145533387
参,82,80,4.512145754222327,5.478756102120986
伦,82,80,4.410754545455758,3.6222372602116475
妙,81,80,5.411933219443507,4.653588503823502
目,81,80,5.026509997852475,4.30946811744057
精,81,80,4.800735305348838,4.932597695237931
端,80,80,5.34519102629464,4.791848445430276
难,80,80,4.819265602280303,4.641125240293153
甚,80,80,4.231086616863808,5.124321610332372
鼙,80,80,4.099147159839513,3.485778560388508
千,79,80,4.62037005482827,5.293595670960519
刑,79,80,4.06708287979308,4.744574774889335
房,79,80,3.9332050345706318,4.448993779812475
楚,78,80,5.248267402245732,5.405267216921833
报,78,80,4.71749597054818,4.8274637374146225
敢,78,80,4.6709225338720115,2.799547426501371
朔,78,80,4.525511215570023,4.661648023061638
狄,78,80,3.9743224145031752,3.5635591095827843
移,78,80,3.099029674090524,5.456822853694424
禁,77,80,4.7268186525758775,4.911714640386407
埙,77,80,4.712464847091629,4.873277125809867
祥,77,80,4.4563957560681775,4.67039504925151
横,77,80,3.1755149010059736,4.534598573857211
独,76,80,5.171948072511782,5.57661764490867
城,76,80,4.9034371100330825,5.184124946967773
详,76,80,4.769236192290907,4.455612720621795
承,76,80,4.702088324283187,5.058493306497136
遣,76,80,4.100930356017056,5.359306557322867
藏,76,80,4.009048397137698,4.268737260439356
童,76,80,3.6059013618715965,4.1185201770721855
铎,75,80,5.148418392616516,4.603056565270588
赤,75,80,4.90623936516374,5.065024790730774
戈,75,80,4.892451853380287,4.026569344341906
禘,75,80,4.667267841752765,4.823697650692495
矢,75,80,4.6320336905857005,2.6714429186977124
率,75,80,4.422423093559473,5.068902444366673
忘,75,80,4.379019932910219,4.2304946507501855
缶,75,80,4.274839591747671,4.295835520143185
威,74,80,5.510240442791845,4.690834494751314
退,74,80,4.937928395057086,4.129835290456778
智,74,80,4.876975542194792,4.425585888425651
劳,74,80,4.604129209960421,4.300360613267999
丽,74,80,4.557467273271789,4.055884483169279
审,74,80,4.019926241112527,4.6655796559051685
笋,74,80,3.1644913366780543,4.338917684211227
雨,73,80,5.105260678280377,3.7870641127558042
嵗,72,80,5.260067015271105,4.598197690861816
尤,72,80,5.105630689177166,4.740313876743924
兽,72,80,4.989456689502163,4.038762825664689
黍,72,80,4.84311123320201,4.0777716493754355
鱼,72,80,4.6221774210219735,4.679881418282093
蕃,72,80,4.1473920636654595,5.057509443143627
逹,72,80,3.82530143712437,4.786225993441656
庸,72,80,3.5886908200282157,4.6773179207951925
圜,72,80,2.0471048038156643,4.305946198087999
河,71,80,4.83798052922627,5.087999542247582
甞,71,80,3.993184376504374,3.4736907814765146
弟,70,80,4.637034791246134,3.532923799286212
坎,70,80,4.625316929997097,4.943306805529723
纳,70,80,4.296741145875889,4.75208833131771
役,70,80,3.9281950653112734,3.9993151591839733
请,69,80,5.312888805028915,5.193750319404779
光,69,80,5.12988985626613,5.348694922981282
叹,69,80,3.4862650639165205,3.554480744253865
缀,69,80,3.4534865507871646,3.372430144570931
抑,69,80,3.3948146475709233,4.970792667444575
台,68,80,5.140319531114783,3.992542630533415
刘,68,80,4.846017609167832,5.202610697410853
谷,68,80,4.479873195628436,4.22800799134179
牛,68,80,4.128458969175607,5.041589084209699
男,68,80,3.726964788800526,3.9861178269187008
轩,68,80,2.550853162302777,3.8545290928381184
息,67,80,5.162666429069997,3.826418482691878
死,67,80,5.125498891821146,5.025065220877854
岳,67,80,4.879253937068205,3.747554133519294
怨,67,80,4.810283735421687,4.078342710614511
都,67,80,4.799016757777455,4.873163486873024
疾,67,80,4.528244974940497,4.519466802478241
慢,67,80,4.316433801072931,4.3074595588782545
临,67,80,4.315339564395863,5.440238013586835
恭,67,80,3.94007832461873,5.291845862384229
维,67,80,3.7766151976111795,4.360227812762183
送,67,80,3.5357396744093967,4.026369558441387
花,66,80,5.291072583322657,5.327819531114784
母,66,80,5.0100810510783,3.8046571514341916
术,66,80,4.464973576882407,3.129161868597495
镛,66,80,4.213269067196604,3.0250292184500243
杜,66,80,3.542578928383429,5.252425745800956
鞉,66,80,2.9852880759137053,4.39010350613794
头,65,80,5.192888629014709,4.953223149067329
持,65,80,4.664847336758802,5.0779973824860845
力,65,80,4.576365030227832,4.444548827786959
野,65,80,4.3944672356726855,4.056334685267313
戎,65,80,4.253836612069082,4.136164830644544
蹈,65,80,3.8440203570732248,3.2812359786759964
误,65,80,2.781918728673214,4.58911766750953
圆,64,80,4.897979296672175,4.944548827786958
运,64,80,4.784368487596862,4.172922609267362
泽,64,80,4.63728114116519,3.940588222392739
逆,64,80,4.320313189275508,4.851813383509937
破,64,80,3.3036322277391896,5.1237174233282134
飞,63,80,5.318394605970917,4.836237461871709
改,63,80,5.109485725673614,5.445378732955045
患,63,80,4.937442225018538,3.512716696181539
积,63,80,4.5588950594318005,4.148717265362271
聚,63,80,4.5469127181276185,4.593513703027952
殊,63,80,4.51450249622339,4.339610665027312
兹,63,80,4.46183685553789,5.044433280374574
表,63,80,4.345008692757392,4.428722436861548
凤,63,80,4.112748014649255,5.241052792951891
趋,63,80,3.9346641900639585,4.89001695304872
顔,63,80,3.4135531844951035,4.740094870626974
旱,63,80,3.3324270702086625,3.7620739333965654
毕,62,80,5.510490261929988,4.253822471635879
衰,62,80,4.618809414911532,4.218040417863588
微,62,80,4.578149975969937,4.7664824193882325
虎,62,80,4.124115310668678,3.8238468900472378
族,62,80,3.3871234798050787,4.3522073985731335
侑,62,80,2.7682572134416668,3.1050788277507624
议,61,80,5.124815051354194,4.7481313459658745
农,61,80,4.9484156683658425,3.7010116249670704
置,61,80,4.866903681995983,5.311484263615059
衡,61,80,4.680727978963884,4.264093547302151
牙,61,80,4.680234469735117,2.3399388119270297
豫,61,80,4.313094592851199,4.433339779901872
铙,61,80,4.129138429166787,4.602910079649726
酌,61,80,3.864420155598646,5.1240573772988505
戱,61,80,3.459431618637298,5.098690001461845
簴,60,80,5.29490721348532,4.015224664169059
鳯,60,80,4.764735178725504,4.840587681210863
济,60,80,4.670508702781766,4.139572261986722
雩,60,80,4.613873462316247,3.7756925587058796
倍,60,80,4.360011530389628,4.677747162910944
丧,59,80,4.860545379466955,3.5757363441072547
折,59,80,4.827038389404314,4.2849369051840345
还,59,80,4.553692365959563,4.88231169328296
几,59,80,4.542073830212671,4.506826722518212
隆,59,80,4.159783041027186,4.814952905977246
按,58,80,4.919940099324698,4.676886280230713
味,58,80,4.832395763138537,4.139899262511287
庆,58,80,4.114216292443798,5.14629152904593
陔,58,80,3.8157883126409633,2.374061655364586
妇,58,80,3.743283939219347,4.0086512549751605
克,58,80,3.5758936287334615,3.8049611549201874
篪,57,80,4.863465189601648,4.52832540588903
才,57,80,4.26300016799144,2.6259146489087195
罗,57,80,4.138453363932645,3.8997381409648533
温,57,80,4.1221922070712855,4.431046032527888
兄,57,80,3.1924904229202697,4.128306514888773
向,56,80,5.074862957617359,4.456896834460458
显,56,80,4.753895663848839,4.829589073804688
急,56,80,4.459013241648285,4.431046032527889
识,56,80,4.212620169206587,5.157988351046888
警,56,80,3.794050129482532,4.211498212255186
再,56,80,3.792478358900837,5.3026288058702775
伊,56,80,2.3708375708426606,4.645329225109883
布,55,80,4.729099659325981,4.040422789747455
回,55,80,4.701649204701854,4.824465341104826
坛,55,80,4.649274940679378,4.3328486691969745
赵,55,80,4.256081251489555,5.1853525484197
弁,55,80,3.6908999814897756,2.7017282369022966
恺,55,80,2.313637273763844,4.220478414761671
祝,54,80,4.765262978081656,4.726632179286979
害,54,80,4.599692309430066,4.317671937822047
解,54,80,4.431705709467304,5.010181469210374
放,54,80,4.241024428795796,4.979437446961113
伏,54,80,3.9986880153294937,5.003042362247046
游,53,80,4.907468691254442,5.1329440449809605
絶,53,80,4.824631719074005,4.911237199560474
共,53,80,4.596332370581366,4.774536963752238
荒,53,80,4.515379652553945,4.427246926835886
震,53,80,4.431145813936772,4.7557287506433905
貌,53,80,4.3456868514277005,3.1882375516395336
钲,53,80,4.286275219617124,4.401866882846276
垂,53,80,4.220556012828656,4.411280041745995
弗,53,80,4.045684313127889,2.9879993182776916
江,53,80,3.8065564183030607,5.28988073404352
口,52,80,4.972087737738647,4.739398017159609
篇,52,80,4.67204200846848,3.99207871258273
荡,52,80,4.443053603040052,3.9505605169931877
操,52,80,4.359079570624174,4.700131786775642
断,52,80,4.323828008035824,4.51644680630846
叔,52,80,4.189952459602931,4.678107805473204
寒,52,80,4.150366587429538,4.310435500513582
盈,52,80,3.7837570857294236,4.024314420139716
随,51,80,4.961353528118746,5.28988073404352
袭,51,80,4.880143538901563,4.486082332873107
翟,51,80,4.748758439731455,3.3726966422445037
似,51,80,4.654461676071624,4.594117136879519
博,51,80,4.654461676071622,4.711349384799078
夔,51,80,4.482797215244887,4.127497408833719
空,51,80,4.429600283437103,4.685769595330946
获,51,80,4.360781165705201,4.427135636004302
状,51,80,4.311953224613574,3.7014008349581626
缺,51,80,4.275414592002197,5.157431959491294
循,51,80,4.02473857997136,4.576850773718023
系,51,80,3.9300605608342876,5.013660689688187
拍,51,80,3.402055262731714,4.7558660856904815
损,51,80,3.275977297377597,4.194306165790043
战,50,80,4.758562939644917,5.013660689688187
格,50,80,4.558562939644915,4.02239023350144
薄,50,80,4.361076880026372,4.437082261221977
处,50,80,4.353269689515109,4.733660689688186
侍,50,80,4.0455332505568515,4.715728750643391
韦,50,80,3.884458294456645,4.484372820753983
孤,50,80,3.331803733241825,4.655340713241673
贺,49,80,5.095795255000933,3.8010767534903476
夀,49,80,4.93083688484323,3.749226471775603
往,49,80,4.593974896543708,4.374487396499555
良,49,80,4.5706025082227555,3.9089178252279857
席,49,80,4.510299814773784,4.290207533268689
柱,49,80,4.456446833866974,3.991734590332954
雄,49,80,3.8113521303070397,4.868106670688482
刺,49,80,3.34743415481536,4.373633437724731
蛮,49,80,2.9181646069627774,3.451117753686565
贡,48,80,4.9285088547976805,3.694235677759417
域,48,80,4.787782031835939,3.0442853545640163
围,48,80,4.397006469623027,4.524666044091113
毛,48,80,4.065468813855583,4.5764921250051795
穆,48,80,4.019641085934338,4.736440501696147
雍,48,80,3.9610388152612774,4.196854365656767
哭,48,80,3.9170904921592826,3.6569346373048157
鹭,48,80,3.786090650001812,3.6058970643159376
京,48,80,3.7049259214832553,4.707067386399958
妃,48,80,3.6174924611847548,2.486077281241699
预,48,80,3.3722819361395824,2.9981524643989688
字,47,80,4.880524762900188,4.696865596089287
箎,47,80,4.804058068605272,4.022333268039264
姓,47,80,4.778677988524612,3.0845878654616694
任,47,80,4.764814054257132,4.740447096220395
笳,47,80,4.629249223856035,2.2166986338409282
劒,47,80,4.628848957968554,4.737322779818596
缓,47,80,4.621093043572803,4.07002635144748
仙,47,80,4.567601772338813,5.027889117589053
种,47,80,4.354453278133665,4.375434630606842
严,47,80,4.296728947874153,4.704074629315147
品,47,80,4.071111001423677,3.8429830649994567
蜡,47,80,3.982391238892206,4.6041413099104656
僭,47,80,3.9079443405896064,4.149501617266834
窍,47,80,3.9003631929147757,3.8135636321919426
助,47,80,3.650125553713233,3.944729526583018
旌,47,80,3.5645807834819094,3.994459859804026
伶,47,80,3.058520743299286,4.322315530038772
伤,46,80,4.933643863468258,4.7409532604048366
期,46,80,4.640318684685475,3.7553454273580007
厉,46,80,4.532820256519866,3.3899789918582743
假,46,80,4.438428326472367,4.763295224701003
寳,46,80,4.375866575198942,3.96590078204023
逊,46,80,4.058261517400861,2.1765705349609465
巫,46,80,3.929415266874184,3.3558368080076426
讥,46,80,3.4553368961513815,4.629661619562147
投,46,80,2.303655155580059,4.543851526544547
案,45,80,5.01602764126623,4.163532262755957
楼,45,80,4.791635874011299,4.702746985122411
覆,45,80,4.5970828184076655,4.713640873915144
甲,45,80,4.569413651789076,4.633426641149881
导,45,80,4.5299817071042465,4.32453476270788
噐,45,80,4.521828528850024,3.3111444222826343
勺,45,80,4.326631905512696,3.1515285194822202
渊,45,80,4.201678509419233,3.1029001911683585
资,45,80,4.15909379741774,4.569413651789076
被,45,80,4.144537752260994,5.119522262948263
镇,45,80,4.017917900762096,4.078305530231079
植,45,80,3.956890922692695,4.722435394086041
句,44,80,4.8619702778069716,4.2438874491972065
步,44,80,4.732158891364569,4.452443755145651
宁,44,80,4.6820787081904705,3.95078297300994
底,44,80,4.197845823084413,3.932307768639328
连,44,80,4.163532754804255,4.01673557728311
附,44,80,4.053297638075725,4.593942707918268
祈,44,80,3.8297672491051733,4.42899552716033
诵,44,80,3.268964791191757,3.696957186327419
寛,44,80,3.06485954404223,4.144106550888952
冲,44,80,2.2012310431878346,3.872916207737651
昌,43,80,4.735362370366206,4.080350731889837
竒,43,80,4.690183720878767,4.140585393884789
双,43,80,4.5468465893424055,4.515319531114783
约,43,80,4.50127783584588,3.5073789804602162
悦,43,80,4.4348882318395235,4.144417883102941
羊,43,80,4.295353348118594,3.6175569056133225
桑,43,80,4.137289825278363,3.9057048015566522
伪,43,80,3.9902506625659484,4.138262941091536
鼜,43,80,3.934829508503261,3.4103824689323083
效,43,80,3.650209432787572,2.845019327248204
恱,43,80,3.6494361967042366,4.382572286300106
减,43,80,3.6351124289194496,3.7895080010368933
稽,43,80,3.345671492897642,4.233608649698742
殷,43,80,3.2939255809413774,4.544468840054075
蔡,43,80,2.6811037084390446,4.526495328097802
画,42,80,4.830183125768362,4.802915339393917
迁,42,80,4.5085218161415295,3.801537805799395
履,42,80,4.409359981941993,3.7898657820928934
腊,42,80,4.393898955732061,3.908694969562841
优,42,80,4.308751351247167,4.064392248309453
宰,42,80,4.185864221277401,4.436224260451806
乗,42,80,3.9628150414142906,4.984769618706745
乆,42,80,3.9541358038761882,4.665428731993504
臯,42,80,3.81561832293824,3.8262593868069197
协,42,80,3.233548601340703,4.356370398866216
廞,42,80,2.956442932084561,3.1688388898504294
溺,42,80,2.6227989714739595,4.719349267862324
紫,41,80,4.656213285053122,4.515311532225102
俱,41,80,4.47950322413028,4.210733711724088
保,41,80,4.122693700152458,3.4756369925187793
葬,41,80,4.120257956979046,3.46424339716832
寡,41,80,4.069536509321164,3.6596131914434227
忠,41,80,3.8072221800001036,4.3451184679271835
戴,41,80,3.7836660286917234,3.7315408113833324
侈,41,80,3.747405359959462,3.8180540661116513
肉,41,80,3.6925602361670986,3.7787945423448996
凉,41,80,3.5069856435727287,3.175466388579265
佩,41,80,3.3685550528708967,3.8535669246315702
绎,41,80,3.3174078582027606,3.361742606671069
醉,41,80,3.290359626516536,3.424165173738152
僣,41,80,3.1315282047506603,3.832446516496601
搏,41,80,2.344095907212273,3.389999660891273
帗,41,80,2.000879020288707,3.5341837197791883
转,40,80,4.730640983527282,4.565311532225102
唯,40,80,4.703055907333276,4.753225616242672
吴,40,80,4.703055907333275,4.8647266763812915
尉,40,80,4.453055907333275,2.0977700905415655
乖,40,80,4.404260475872498,3.650412998937419
祫,40,80,4.3656890156593935,3.6126686238292463
纯,40,80,4.243942707918268,2.9088718484453593
接,40,80,4.234183719779188,4.053701696057347
诛,40,80,4.168453957701921,3.212814895472354
烈,40,80,4.1240244208650205,4.020950594454668
单,40,80,3.9530559073332747,4.855789718806774
册,40,80,3.878092044890683,4.476064195050471
渎,40,80,3.7679933925607862,3.0199309752155794
劝,40,80,3.2190997464259934,4.303701696057348
奸,40,80,2.915182683022575,4.224024420865021
鼖,40,80,2.498140054651026,3.8725416580096264
婆,40,80,2.367269040219156,4.2107645737727895
迭,40,80,2.2289996927759286,3.669285186491506
幸,39,80,5.017535737070864,4.311705591912578
福,39,80,4.2504143220263435,3.262482911437092
敌,39,80,4.176142605302247,4.438747090435226
申,39,80,4.0532548392466,4.314266244992319
桓,39,80,4.037426976219758,4.104912474828716
汤,39,80,3.7585079875382816,3.804006385251547
耦,39,80,2.647905215985735,2.5116056674590337
艺,38,80,4.912272579176127,3.841096866085959
舆,38,80,4.629249223856036,3.176608185012931
集,38,80,4.609383763272786,4.59445640611102
果,38,80,4.5014925666909456,4.280693631807705
厌,38,80,4.385956789702441,3.3179811892289917
翼,38,80,4.346225868535943,4.556752184325418
灭,38,80,4.273728829005325,4.448860987743578
韩,38,80,4.197159723424148,4.396383461104872
忽,38,80,4.195295934496217,3.541069517706805
隅,38,80,4.089003828777592,2.3892646059938305
招,38,80,3.7732143550933808,3.377043725817247
仰,38,80,3.6782238162924124,2.5177053849519826
豳,38,80,3.3752627908454227,3.8746697102453482
救,38,80,2.7678813080904474,4.31562257082666
韎,38,80,2.4736333554814296,3.965018266288633
悉,37,80,4.810672622327237,5.026888838543455
韵,37,80,4.516170001996432,3.94043614624677
据,37,80,4.354007839834269,4.324186135840749
读,37,80,4.3275833525724465,4.514718016821338
延,37,80,4.229327351940021,4.276228365278118
权,37,80,4.199873730859799,4.440404017720927
省,37,80,3.9855557300845104,4.107969919624532
舍,37,80,3.7832128268947076,4.586048612313037
钧,37,80,3.7076254895398457,3.031399532224378
靡,37,80,3.577979636531645,4.517300920373903
撞,37,80,3.5470270141606544,3.414997302659251
勿,37,80,3.539873973444698,2.8870880202758276
娄,37,80,3.3685500767895284,2.7966688047131694
赏,37,80,3.365160637047126,4.376010789042099
恐,37,80,2.9720802910827113,3.8846006626923586
斗,36,80,4.73452166477975,4.240156860408858
悲,36,80,4.7045114597155475,4.527719015921096
侧,36,80,4.604243668758969,3.930225265800903
贠,36,80,4.514101654930178,3.9126715311967546
陶,36,80,4.493132557647859,3.8928647666912806
争,36,80,4.474937501201926,3.535788295239244
他,36,80,4.447702779220088,3.603081335982125
寜,36,80,4.397579003389627,4.461320140211007
暴,36,80,4.346272655486666,3.939240603962015
休,36,80,4.294653473544341,3.7946534735443413
苏,36,80,4.273684376262022,3.505861737991005
舒,36,80,3.718128820706467,4.215354779870081
泰,36,80,3.5095239594751626,4.317121392085728
巢,36,80,3.4511943630832222,2.970207833650769
贞,36,80,3.30091909824386,2.855341743533761
璧,36,80,3.293046351017398,4.197020431713803
夺,36,80,3.0175119930740957,2.3299620603769235
揔,36,80,2.7862156256610593,3.7317461816973845
蒉,36,80,2.730660070105504,3.1605167673412735
鞮,36,80,2.243752920358754,3.9801694078807643
阿,35,80,4.47606419505047,3.9532470324098177
鸟,35,80,4.272140159802108,4.616874605956221
谨,35,80,4.261725074756385,4.49314980247381
妻,35,80,4.215735346915333,3.7748395917476714
绳,35,80,4.125871146123144,4.086526226193701
唱,35,80,4.111864717675342,4.3149727675300324
漆,35,80,4.014438730983426,3.6471600746327595
豆,35,80,3.928165873593314,3.2583132039345655
俭,35,80,3.5084528468535203,2.791753373284249
粗,35,80,3.443010159554855,3.8757315032041877
逾,35,80,3.3941671325678064,3.072140159802108
錞,35,80,2.931493167461914,3.7711426205984724
傅,35,80,2.845058258796832,4.4575751596784805
讴,35,80,2.7033848993102914,4.025920165587641
俯,35,80,2.2437529203587543,3.7934290883117225
勇,34,80,4.6534955617749425,4.594672032363178
带,34,80,4.631615665225586,4.147046122102189
蜀,34,80,4.491443355765327,4.616874605956221
暑,34,80,4.24173085589259,2.4590263334658027
追,34,80,4.208806871223068,4.635006998015214
洪,34,80,4.138502179294739,3.674117317573566
介,34,80,4.124083797069061,4.451885180237491
鞞,34,80,4.066677073707229,3.8624191808267145
瓦,34,80,4.016687195468966,3.8636085007312415
讲,34,80,4.013070929103844,4.538909765557392
奋,34,80,3.9986525468781657,4.289832974227876
党,34,80,3.922473415531609,3.4058092136126814
充,34,80,3.819244738933758,4.594672032363178
仆,34,80,3.776210641914682,2.6756981353679863
屈,34,80,3.7574839898128793,4.191428031846025
郭,34,80,3.4372947137258034,4.852168723603279
屡,34,80,3.355969741153961,4.215360357297302
嗣,34,80,3.279111563151397,4.194388488997389
忌,34,80,2.4447747154310435,4.265319531114783
岁,33,80,4.741363816328152,3.772449620842178
吟,33,80,4.635006998015214,4.150158513166728
毎,33,80,4.510768650436127,4.490919497949654
阕,33,80,4.377727452691788,2.073391110799899
偏,33,80,4.248495255525412,3.7970832266696606
叶,33,80,4.1875,4.003044786734203
疑,33,80,4.063650847340264,4.377727452691788
辛,33,80,3.9077342707424854,3.7940570003026948
窃,33,80,3.8738125895678266,3.2836148364543867
黑,33,80,3.816232755328732,3.906890595608519
奚,33,80,3.809397528383803,3.7929059878062295
远,33,80,3.8013774524295485,4.304807090371584
避,33,80,3.602460515556214,3.945464952495108
亷,33,80,3.1559574432523725,3.7148697866030833
免,33,80,3.025327741082978,2.827025535001665
勤,33,80,2.5938480150972962,4.043801694853791
坏,32,80,4.538909765557392,3.3623008763572906
遇,32,80,4.478232197413861,4.351409765557392
板,32,80,4.403856189774722,2.1112949406953985
曹,32,80,4.265319531114783,4.390319531114783
歩,32,80,4.208966082694624,3.786569246460625
郎,32,80,4.152518266288633,2.62319198715719
弄,32,80,4.081727678869736,4.521640636343319
丹,32,80,4.056656707462823,3.2098671219040353
尾,32,80,3.9600115303896293,3.3522170014624826
丑,32,80,3.9292292966721747,3.5848683589017414
久,32,80,3.4994996115311405,4.3011085007312415
规,32,80,3.451139912208212,3.698391110799899
育,32,80,3.4178377974034158,3.765319531114783
午,32,80,3.3068497041442484,3.2247301466508205
班,32,80,3.2609768596329824,4.220167681284828
淳,32,80,3.1744288818246704,4.051108500731241
聪,32,80,3.084282221599798,3.5192475629608073
洞,32,80,2.7837378421564143,3.6673146153696137
责,32,80,2.4152930388928713,4.363608500731241
己,31,80,4.631615665225586,3.4374366326883625
茍,31,80,4.542748326446119,4.11548663296752
泉,31,80,4.21126073643228,3.4658425849863064
筵,31,80,4.180451390892102,3.008441139048143
逸,31,80,4.053235913127292,4.220167681284828
矩,31,80,4.014860327200947,2.2805618191507233
领,31,80,3.960011530389629,4.260332600569877
辅,31,80,3.950344198168689,3.6621399295800914
盾,31,80,3.9059244270435447,3.3664775701006286
索,31,80,3.8574221168384875,4.321627262824397
犯,31,80,3.6001908764824524,3.740519893176997
亥,31,80,3.59809630982856,3.1063184873177043
友,31,80,3.482588730501833,3.357106794118264
总,31,80,3.1362434129830605,3.3868421881310122
熊,31,80,2.389364858634393,4.501629167387823
昆,31,80,2.365752574792706,4.582118926162055
檀,31,80,2.226182599732405,4.103909910282363
秉,31,80,2.1013394749756733,3.0798183640696424
枚,30,80,4.556088322639176,3.147860597836286
词,30,80,4.548394345536403,3.5096856969120647
聘,30,80,4.52164063634332,3.7928416378945076
筑,30,80,4.487122805397797,3.503352977363977
罢,30,80,4.440223928941852,4.051841113795078
红,30,80,4.423251796980339,3.9614063297218434
除,30,80,4.373557262275186,4.123231428797621
苟,30,80,4.32323142879762,3.4892464285091584
裳,30,80,4.250752013250441,2.8011184861493845
祸,30,80,3.9483943455364034,2.7974168451037094
勒,30,80,3.9371932086075936,2.592693196767833
丞,30,80,3.8015152803175134,3.1614063297218427
营,30,80,3.79741684510371,4.41506101220307
宝,30,80,3.755913095175825,3.479936085369394
筭,30,80,3.598186431313851,2.0070024854224284
展,30,80,3.5185077804617446,3.709685696912064
甘,30,80,3.5110804962442783,4.418157288156418
龡,30,80,3.364735178725505,3.415922063835167
援,30,80,3.3329145639793984,3.664083511770376
襄,30,80,3.1898980954642875,3.3362434129830603
缦,30,80,3.0729055953200564,3.415922063835167
穴,30,80,2.886778631137593,2.3697861309933614
铿,30,80,2.5700333844140455,3.7898980954642876
际,29,80,4.625053839880556,2.2541956501507814
惠,29,80,4.450212064914748,3.9059244270435447
露,29,80,4.375222374437916,4.073329701949522
校,29,80,4.24986776225629,3.2070465182299706
务,29,80,4.0472990984266435,3.7159321855150296
尹,29,80,4.0472990984266435,2.99405865702377
晖,29,80,4.039148671903071,4.017824858003425
英,29,80,4.032303242743954,4.137537511266052
丈,29,80,4.017824858003425,3.728502115742625
赋,29,80,3.8143719431796277,4.487122805397797
寝,29,80,3.7193758224153703,3.64696666827365
乘,29,80,3.6412840118467353,4.532665279941248
贯,29,80,3.3550910321801966,3.857306856898129
桃,29,80,3.328169685589632,3.8731406795131327
佐,29,80,3.2500778750209967,2.965089512728224
关,29,80,2.0368245286405,4.532665279941249
驾,28,80,4.49468036840891,3.4087385128172407
骑,28,80,4.396291529045929,4.161978179679553
恩,28,80,4.324862957617357,3.91379956460568
但,28,80,4.110577243331642,4.5661089398374815
儿,28,80,4.039148671903071,3.697796811598595
偶,28,80,3.910232940673185,4.056020968057881
补,28,80,3.8962915290459277,3.851823225551766
牺,28,80,3.753434386188785,2.8480476421291163
珠,28,80,3.556656707462823,3.9852281360342516
杖,28,80,3.4482925004500946,4.134336113194452
滥,28,80,3.3060202622092563,2.9488156357251842
衍,28,80,3.235354478093193,3.277750585510803
贲,28,80,3.1769447629717744,3.3198019058289168
楹,28,80,3.020244207153756,3.606015279620734
凯,28,80,2.6755483337822117,3.688721875540868
苇,28,80,2.4964793754946903,3.657385276650179
腰,28,80,2.4639445170518495,3.530963873657757
賛,28,80,2.4176188726560586,3.41379956460568
倚,28,80,2.378783493486176,2.91379956460568
般,28,80,2.1604572813985072,3.8388043692446128
差,27,80,4.532665279941249,3.95822916866988
袖,27,80,4.3565583354166755,3.156322337025315
帛,27,80,4.208410187268527,2.771053324039869
略,27,80,4.208410187268526,4.208410187268527
范,27,80,4.1804513908921015,3.856196298219381
秩,27,80,4.1804513908921015,3.8524975771042
雉,27,80,4.176752669776922,4.32859953904025
绣,27,80,4.074719799326423,4.0141467614227295
雕,27,80,4.060262039120378,3.6619328723735824
欢,27,80,3.954530447554699,3.628725577846185
借,27,80,3.9400726873486547,3.569702316978285
收,27,80,3.884155094595806,3.80638229940655
锦,27,80,3.8100810205217313,3.6582341512584033
啓,27,80,3.782122224145306,4.3845171317931
含,27,80,3.778423503030126,3.6023165585055534
惑,27,80,3.7541634277688822,3.8063822994065513
润,27,80,3.7225059102772766,4.060262039120379
负,27,80,3.6339740759971586,2.6612087979789947
材,27,80,3.6060152796207343,3.2039873917587576
郡,27,80,3.5229939862805058,4.103909910282364
饭,27,80,3.5137847242254345,2.7241867087075273
纵,27,80,3.5100860031102536,4.504706483564823
摩,27,80,3.3656365760772857,2.6332500016025695
薛,27,80,3.3060202622092563,3.623465189601646
吐,27,80,3.0315791683493645,3.5766176449086657
鸡,27,80,2.841428676998763,3.6012274809529563
沈,27,80,2.8250461563918323,3.8936606896881845
蔽,27,80,2.735282872053068,3.8561962982193805
箱,26,80,4.392747410448784,2.8231845140190255
凝,26,80,4.103909910282363,3.767183467891461
兮,26,80,4.088779347361362,3.3433546214047736
衞,26,80,4.0081320258334,3.5475870854088956
迟,26,80,4.003856189774724,3.2389012566026305
私,26,80,3.9790978911348045,3.5654483718208247
龠,26,80,3.979097891134804,3.16520329656826
齿,26,80,3.9736606896881845,3.2727698920347934
麾,26,80,3.859470570797251,2.8515107774877744
落,26,80,3.70527421887466,4.053508854797679
须,26,80,3.671405583442497,2.8552793931012044
疏,26,80,3.6423714487439023,3.792376622970445
慎,26,80,3.6235166412180146,3.440636352673266
厥,26,80,3.6133373140453067,3.1566333532404145
袴,26,80,3.609496334425696,3.3647067968641475
繁,26,80,3.59448250651942,3.7923766229704454
堵,26,80,3.565448371820825,2.6403042254742766
壮,26,80,3.5364142371222305,3.509275070710712
馈,26,80,3.4885252948977485,3.5364142371222305
爼,26,80,3.488525294897748,3.6133373140453067
